时间点,房间ID,耗时,倍数,茶水费,基础银,基础分,房间下限,对局类型,玩家1,状态,类型,角色,输赢,初始银两,剩余银两,积分输赢,初始积分,剩余积分,玩家2,状态,类型,角色,输赢,初始银两,剩余银两,积分输赢,初始积分,剩余积分,玩家3,状态,类型,角色,输赢,初始银两,剩余银两,积分输赢,初始积分,剩余积分,是否是不洗牌做牌,正式打牌时间,玩家1机器人版本,玩家2机器人版本,玩家3机器人版本,游戏开始时间
2025-05-26 15:23:09,188,35,3,0,1500,1,70000,0,1110158,65,机器人,地主,0,74800,74800,0,0,0,1110036,65,机器人,农民,0,105900,105900,0,0,0,1109816,65,机器人,农民,0,131240,131240,0,0,0,是,0,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748244154
2025-05-26 15:23:40,188,29,24,24000,1500,1,70000,0,1109671,65,机器人,地主,117240,125240,234480,0,1,1,1110201,65,机器人,农民,-58620,71600,4980,0,0,0,1109957,65,机器人,农民,-58620,74560,7940,0,1,1,是,6,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748244188
2025-05-26 15:24:00,188,72,384,24000,1500,1,70000,0,1109705,65,机器人,地主,62530,70530,125060,0,0,0,1109997,65,机器人,农民,-31265,718285,679020,0,0,0,1109875,65,机器人,农民,-31265,97345,58080,0,0,0,是,60,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748244168
2025-05-26 15:24:04,188,46,24,24000,1500,1,70000,0,1109743,65,机器人,地主,74554,82555,149109,0,0,0,1109816,65,机器人,农民,-37277,131240,85963,0,0,0,1109688,65,机器人,农民,-37277,229220,183943,0,0,0,是,34,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748244197
2025-05-26 15:24:17,188,69,48,24000,1500,1,70000,0,1109716,65,机器人,地主,-204755,291670,78915,0,0,0,1109922,65,机器人,农民,66020,74020,132040,0,1,1,1109994,65,机器人,农民,138735,146735,277470,0,0,0,是,57,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748244187
2025-05-26 15:24:21,188,54,96,24000,1500,1,70000,0,1109925,65,机器人,地主,138590,197560,328150,0,0,0,1109729,65,机器人,农民,-62350,70350,0,0,1,1,1110220,65,机器人,农民,-76240,84240,0,0,0,0,是,45,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748244206
2025-05-26 15:24:56,188,63,96,24000,1500,1,70000,0,1109866,65,机器人,地主,64420,72420,128840,0,0,0,1109819,65,机器人,农民,-32210,70020,29810,0,0,0,1109671,65,机器人,农民,-32210,234480,194270,0,1,1,是,55,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748244231
2025-05-26 15:25:03,188,41,6,24000,1500,1,70000,0,1109997,65,机器人,地主,72000,679020,743020,0,0,0,1109705,65,机器人,农民,-36000,125060,81060,0,0,0,1109816,65,机器人,农民,-36000,85963,41963,0,0,0,是,24,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748244260
2025-05-26 15:25:06,188,34,12,24000,1500,1,70000,0,1110100,65,机器人,地主,36000,72070,100070,0,1,1,1109922,65,机器人,农民,-18000,132040,106040,0,1,1,1109949,65,机器人,农民,-18000,70130,44130,0,0,0,是,26,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748244269
2025-05-26 15:25:19,188,60,24,24000,1500,1,70000,0,1109813,65,机器人,地主,65720,73720,131440,0,0,0,1109715,65,机器人,农民,-32860,199240,158380,0,0,0,1109688,65,机器人,农民,-32860,183943,143083,0,0,0,是,52,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748244258
2025-05-26 15:25:56,188,47,12,24000,1500,1,70000,0,1109692,65,机器人,地主,-134040,199680,57640,0,0,0,1110170,65,机器人,农民,62040,70040,124080,0,0,0,1109866,65,机器人,农民,72000,128840,192840,0,0,0,是,33,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748244308
2025-05-26 15:25:58,188,88,48,24000,1500,1,70000,0,1109743,65,机器人,地主,-134594,149109,6515,0,0,0,1109785,65,机器人,农民,64040,72040,128080,0,0,0,1109994,65,机器人,农民,70554,277470,340024,0,0,0,是,80,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748244268
2025-05-26 15:26:07,188,51,12,24000,1500,1,70000,0,1109671,65,机器人,地主,-137910,194270,48360,0,1,1,1110120,65,机器人,农民,65910,73910,131820,0,0,0,1109705,65,机器人,农民,72000,81060,145060,0,0,0,是,33,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748244316
2025-05-26 15:26:36,188,66,192,24000,1500,1,70000,0,1109688,65,机器人,地主,135082,143083,270165,0,0,0,1109997,65,机器人,农民,-67541,743020,667479,0,0,0,1109813,65,机器人,农民,-67541,131440,55899,0,0,0,是,57,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748244330
2025-05-26 15:26:37,188,75,48,24000,1500,1,70000,0,1110201,65,机器人,地主,66260,74260,132520,0,0,0,1110100,65,机器人,农民,-33130,100070,58940,0,1,1,1110141,65,机器人,农民,-33130,74210,33080,0,0,0,是,65,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748244321
2025-05-26 15:27:02,188,56,24,24000,1500,1,70000,0,1109716,65,机器人,地主,-70914,78915,1,0,0,0,1110170,65,机器人,农民,35457,124080,151537,0,0,0,1109723,65,机器人,农民,35457,73700,101157,0,0,0,是,42,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748244365
2025-05-26 15:27:09,188,49,24,24000,1500,1,70000,0,1109705,65,机器人,地主,137060,145060,274120,0,0,0,1110036,65,机器人,农民,-68530,105900,29370,0,0,0,1110120,65,机器人,农民,-68530,131820,55290,0,0,0,是,41,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748244379
2025-05-26 15:27:30,188,78,48,24000,1500,1,70000,0,1109785,65,机器人,地主,-120080,128080,0,0,0,0,1109720,65,机器人,农民,60040,73190,125230,0,1,1,1109793,65,机器人,农民,60040,131440,183480,0,0,0,是,67,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748244372
2025-05-26 15:27:48,188,28,3,0,1500,1,70000,0,1109861,65,机器人,地主,0,71270,71270,0,1,1,1109723,65,机器人,农民,0,101157,101157,0,0,0,1110055,65,机器人,农民,0,72350,72350,0,1,1,是,0,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748244439
2025-05-26 15:28:03,188,71,48,24000,1500,1,70000,0,1109688,65,机器人,地主,-134650,270165,127515,0,0,0,1109715,65,机器人,农民,72000,158380,222380,0,0,0,1109878,65,机器人,农民,62650,70650,125300,0,1,1,是,43,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748244410
2025-05-26 15:28:21,188,39,96,24000,1500,1,70000,0,1109720,65,机器人,地主,117230,125230,234460,0,1,1,1109693,65,机器人,农民,-58615,72200,5585,0,0,0,1109922,65,机器人,农民,-58615,106040,39425,0,1,1,是,29,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748244461
2025-05-26 15:28:32,188,76,192,24000,1500,1,70000,0,1110201,65,机器人,地主,124520,132520,249040,0,0,0,1110133,65,机器人,农民,-62260,74020,3760,0,0,0,1110170,65,机器人,农民,-62260,151537,81277,0,0,0,是,52,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748244435
2025-05-26 15:29:02,188,29,24,24000,1500,1,70000,0,1109720,65,机器人,地主,177840,234460,404300,0,1,1,1109994,65,机器人,农民,-113230,195200,73970,0,0,0,1109692,65,机器人,农民,-64610,72610,0,0,0,0,是,20,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748244512
2025-05-26 15:29:21,188,77,192,24000,1500,1,70000,0,1110055,65,机器人,地主,-64350,72350,0,0,1,1,1109793,65,机器人,农民,32175,183480,207655,0,0,0,1109723,65,机器人,农民,32175,101157,125332,0,0,0,是,49,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748244483
2025-05-26 15:29:26,188,68,192,24000,1500,1,70000,0,1109861,65,机器人,地主,63270,71270,126540,0,1,1,1109715,65,机器人,农民,-31635,222380,182745,0,0,0,1109688,65,机器人,农民,-31635,127515,87880,0,0,0,是,60,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748244497
2025-05-26 15:29:31,188,46,48,24000,1500,1,70000,0,1110170,65,机器人,地主,73276,81277,146553,0,0,0,1109878,65,机器人,农民,-36638,125300,80662,0,1,1,1110201,65,机器人,农民,-36638,249040,204402,0,0,0,是,31,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748244525
2025-05-26 15:29:58,188,39,12,24000,1500,1,70000,0,1109720,65,机器人,地主,-132340,404300,263960,0,1,1,1109994,65,机器人,农民,65970,73970,131940,0,0,0,1110120,65,机器人,农民,66370,74370,132740,0,0,0,是,23,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748244558
2025-05-26 15:30:24,188,15,24,24000,1500,1,70000,0,1109994,65,机器人,地主,123940,131940,247880,0,0,0,1109878,65,机器人,农民,-61970,80662,10692,0,1,1,1109720,65,机器人,农民,-61970,263960,193990,0,1,1,是,4,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748244608
2025-05-26 15:30:30,188,59,48,24000,1500,1,70000,0,1109957,65,机器人,地主,65730,73730,131460,0,1,1,1109723,65,机器人,农民,-32865,125332,84467,0,0,0,1109813,65,机器人,农民,-32865,71570,30705,0,0,0,是,39,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748244571
2025-05-26 15:30:40,188,57,96,24000,1500,1,70000,0,1110201,65,机器人,地主,164561,204402,360963,0,0,0,1109816,65,机器人,农民,-66360,74360,0,0,0,0,1110170,65,机器人,农民,-98201,146553,40352,0,0,0,是,40,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748244582
2025-05-26 15:31:02,188,85,96,24000,1500,1,70000,0,1109715,65,机器人,地主,-167252,182745,7493,0,0,0,1109688,65,机器人,农民,79880,87880,159760,0,0,0,1109793,65,机器人,农民,87372,207655,287027,0,0,0,是,73,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748244576
2025-05-26 15:31:36,188,45,384,24000,1500,1,70000,0,1109819,65,机器人,地主,64480,72480,128960,0,0,0,1109915,65,机器人,农民,-32240,72170,31930,0,0,0,1109957,65,机器人,农民,-32240,131460,91220,0,1,1,是,35,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748244650
2025-05-26 15:31:37,188,44,24,24000,1500,1,70000,0,1110201,65,机器人,地主,201207,360963,554170,0,0,0,1109723,65,机器人,农民,-76467,84467,0,0,0,0,1110120,65,机器人,农民,-124740,132740,0,0,0,0,是,29,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748244653
2025-05-26 15:31:38,188,64,48,24000,1500,1,70000,0,1109866,65,机器人,地主,184840,192840,369680,0,0,0,1109994,65,机器人,农民,-92420,247880,147460,0,0,0,1109992,65,机器人,农民,-92420,198520,98100,0,0,0,是,52,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748244633
2025-05-26 15:32:20,188,66,192,24000,1500,1,70000,0,1109688,65,机器人,地主,151760,159760,303520,0,0,0,1109793,65,机器人,农民,-75880,287027,203147,0,0,0,1109705,65,机器人,农民,-75880,198370,114490,0,0,0,是,57,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748244673
2025-05-26 15:32:23,188,35,24,24000,1500,1,70000,0,1109956,65,机器人,地主,64080,72080,128160,0,1,1,1109878,65,机器人,农民,-32040,71160,31120,0,1,1,1109819,65,机器人,农民,-32040,128960,88920,0,0,0,是,25,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748244707
2025-05-26 15:32:58,188,67,48,24000,1500,1,70000,0,1109957,65,机器人,地主,83220,91220,166440,0,1,1,1109994,65,机器人,农民,-41610,147460,97850,0,0,0,1110141,65,机器人,农民,-41610,74590,24980,0,0,0,是,51,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748244707
2025-05-26 15:33:03,188,66,48,24000,1500,1,70000,0,1109671,65,机器人,地主,63100,71100,126200,0,1,1,1109720,65,机器人,农民,-31550,193990,154440,0,1,1,1109922,65,机器人,农民,-31550,72790,33240,0,1,1,是,57,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748244716
2025-05-26 15:33:18,188,47,96,24000,1500,1,70000,0,1109793,65,机器人,地主,195146,203147,390293,0,0,0,1109925,65,机器人,农民,-97573,197710,92137,0,0,0,1109705,65,机器人,农民,-97573,114490,8917,0,0,0,是,38,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748244750
2025-05-26 15:33:46,188,68,48,24000,1500,1,70000,0,1109819,65,机器人,地主,80920,88920,161840,0,0,0,1109716,65,机器人,农民,-40460,74290,25830,0,0,0,1109743,65,机器人,农民,-40460,73250,24790,0,0,0,是,59,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748244758
2025-05-26 15:34:10,188,57,12,24000,1500,1,70000,0,1109671,65,机器人,地主,-36000,126200,82200,0,1,1,1109720,65,机器人,农民,18000,154440,164440,0,1,1,1110124,65,机器人,农民,18000,70120,80120,0,1,1,是,39,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748244792
2025-05-26 15:34:37,188,71,96,24000,1500,1,70000,0,1109715,65,机器人,地主,65920,73920,131840,0,0,0,1109925,65,机器人,农民,-32960,92137,51177,0,0,0,1109816,65,机器人,农民,-32960,70230,29270,0,0,0,是,63,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748244806
2025-05-26 15:34:58,188,112,192,24000,1500,1,70000,0,1109915,65,机器人,地主,62450,70450,124900,0,0,0,1109957,65,机器人,农民,-31225,166440,127215,0,1,1,1109994,65,机器人,农民,-31225,97850,58625,0,0,0,是,91,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748244786
2025-05-26 15:35:02,188,60,48,24000,1500,1,70000,0,1109861,65,机器人,地主,118540,126540,237080,0,1,1,1110133,65,机器人,农民,-59270,71230,3960,0,0,0,1109797,65,机器人,农民,-59270,116141,48871,0,0,0,是,51,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748244841
2025-05-26 15:35:26,188,61,24,24000,1500,1,70000,0,1109819,65,机器人,地主,151120,161840,304960,0,0,0,1109720,65,机器人,农民,-76920,164440,79520,0,1,1,1109671,65,机器人,农民,-74200,82200,0,0,1,1,是,46,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748244864
2025-05-26 15:35:39,188,55,96,24000,1500,1,70000,0,1110124,65,机器人,地主,72120,80120,144240,0,1,1,1109878,65,机器人,农民,-36060,71840,27780,0,1,1,1110170,65,机器人,农民,-36060,73600,29540,0,0,0,是,44,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748244884
2025-05-26 15:35:43,188,24,12,24000,1500,1,70000,0,1109861,65,机器人,地主,138710,237080,367790,0,1,1,1109957,65,机器人,农民,-72000,127215,47215,0,1,1,1109729,65,机器人,农民,-66710,74710,0,0,1,1,是,17,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748244918
2025-05-26 15:36:24,188,74,192,24000,1500,1,70000,0,1109785,65,机器人,地主,-62870,70870,0,0,0,0,1110201,65,机器人,农民,31435,198280,221715,0,0,0,1109715,65,机器人,农民,31435,131840,155275,0,0,0,是,63,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748244909
2025-05-26 15:36:26,188,48,24,24000,1500,1,70000,0,1109819,65,机器人,地主,131620,304960,428580,0,0,0,1109875,65,机器人,农民,-65420,73420,0,0,0,0,1109892,65,机器人,农民,-66200,74200,0,0,1,1,是,38,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748244937
2025-05-26 15:36:29,188,34,12,24000,1500,1,70000,0,1109956,65,机器人,地主,120160,128160,240320,0,1,1,1109992,65,机器人,农民,-60080,98100,30020,0,0,0,1109861,65,机器人,农民,-60080,367790,299710,0,1,1,是,26,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748244952
2025-05-26 15:36:48,188,55,96,24000,1500,1,70000,0,1109798,65,机器人,地主,75370,83370,150740,0,0,0,1109720,65,机器人,农民,-37685,79520,33835,0,1,1,1110124,65,机器人,农民,-37685,144240,98555,0,1,1,是,47,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748244952
2025-05-26 15:37:27,188,43,48,24000,1500,1,70000,0,1110141,65,机器人,地主,63060,71060,126120,0,0,0,1109688,65,机器人,农民,-31530,196200,156670,0,0,0,1110220,65,机器人,农民,-31530,73670,34140,0,0,0,是,34,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748245004
2025-05-26 15:37:32,188,56,24,24000,1500,1,70000,0,1109922,65,机器人,地主,-64190,72190,0,0,1,1,1109715,65,机器人,农民,32095,155275,179370,0,0,0,1110201,65,机器人,农民,32095,221715,245810,0,0,0,是,44,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748244996
2025-05-26 15:37:50,188,70,24,24000,1500,1,70000,0,1109915,65,机器人,地主,116900,124900,233800,0,0,0,1109819,65,机器人,农民,-58450,428580,362130,0,0,0,1109768,65,机器人,农民,-58450,129240,62790,0,0,0,是,51,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748244997
2025-05-26 15:37:55,188,56,192,24000,1500,1,70000,0,1109705,65,机器人,地主,65200,73200,130400,0,0,0,1110124,65,机器人,农民,-32600,98555,57955,0,1,1,1110133,65,机器人,农民,-32600,73760,33160,0,0,0,是,41,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748245018
2025-05-26 15:38:16,188,41,12,24000,1500,1,70000,0,1110115,65,机器人,地主,36000,74180,102180,0,1,1,1109798,65,机器人,农民,-18000,150740,124740,0,0,0,1109688,65,机器人,农民,-18000,156670,130670,0,0,0,是,29,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748245055
2025-05-26 15:38:30,188,46,12,24000,1500,1,70000,0,1110201,65,机器人,地主,130130,245810,367940,0,0,0,1109957,65,机器人,农民,-64290,72290,0,0,1,1,1110120,65,机器人,农民,-65840,73840,0,0,0,0,是,30,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748245063
2025-05-26 15:39:16,188,46,48,24000,1500,1,70000,0,1109705,65,机器人,地主,-122400,130400,0,0,0,0,1109798,65,机器人,农民,61200,124740,177940,0,0,0,1109688,65,机器人,农民,61200,130670,183870,0,0,0,是,38,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748245109
2025-05-26 15:39:33,188,54,24,24000,1500,1,70000,0,1110201,65,机器人,地主,-72000,367940,287940,0,0,0,1109768,65,机器人,农民,36000,73170,101170,0,0,0,1110115,65,机器人,农民,36000,102180,130180,0,1,1,是,30,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748245119
2025-05-26 15:39:48,188,108,48,24000,1500,1,70000,0,1109715,65,机器人,地主,-149525,179370,21845,0,0,0,1109785,65,机器人,农民,63840,71840,127680,0,0,0,1109915,65,机器人,农民,85685,233800,311485,0,0,0,是,82,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748245080
2025-05-26 15:40:12,188,121,96,24000,1500,1,70000,0,1109720,65,机器人,地主,65690,73690,131380,0,1,1,1109956,65,机器人,农民,-32845,195830,154985,0,1,1,1109671,65,机器人,农民,-32845,73100,32255,0,1,1,是,110,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748245090
2025-05-26 15:40:31,188,63,768,24000,1500,1,70000,0,1109688,65,机器人,地主,154895,183870,330765,0,0,0,1109693,65,机器人,农民,-66960,74960,0,0,0,0,1109798,65,机器人,农民,-87935,177940,82005,0,0,0,是,53,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748245167
2025-05-26 15:40:33,188,45,24,24000,1500,1,70000,0,1110201,65,机器人,地主,186730,287940,466670,0,0,0,1109729,65,机器人,农民,-64550,72550,0,0,1,1,1110115,65,机器人,农民,-122180,130180,0,0,1,1,是,35,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748245188
2025-05-26 15:41:02,188,22,12,24000,1500,1,70000,0,1109994,65,机器人,地主,64840,72840,129680,0,0,0,1109886,65,机器人,农民,-32420,71860,31440,0,0,0,1109692,65,机器人,农民,-32420,73530,33110,0,0,0,是,11,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748245239
2025-05-26 15:41:13,188,28,12,24000,1500,1,70000,0,1109723,65,机器人,地主,36000,71480,99480,0,0,0,1110100,65,机器人,农民,-18000,73530,47530,0,1,1,1110201,65,机器人,农民,-18000,466670,440670,0,0,0,是,19,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748245245
2025-05-26 15:41:37,188,75,24,24000,1500,1,70000,0,1109956,65,机器人,地主,-146984,154985,1,0,1,1,1109768,65,机器人,农民,73492,101170,166662,0,0,0,1109720,65,机器人,农民,73492,131380,196872,0,1,1,是,60,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748245221
2025-05-26 15:41:48,188,37,192,24000,1500,1,70000,0,1109798,65,机器人,地主,74004,82005,148009,0,0,0,1109866,65,机器人,农民,-37002,197400,152398,0,0,0,1109875,65,机器人,农民,-37002,70830,25828,0,0,0,是,23,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748245271
2025-05-26 15:41:51,188,110,192,24000,1500,1,70000,0,1109785,65,机器人,地主,-119680,127680,0,0,0,0,1109922,65,机器人,农民,59840,71250,123090,0,1,1,1109915,65,机器人,农民,59840,311485,363325,0,0,0,是,103,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748245201
2025-05-26 15:42:07,188,38,24,24000,1500,1,70000,0,1109994,65,机器人,地主,121680,129680,243360,0,0,0,1110201,65,机器人,农民,-60840,440670,371830,0,0,0,1109723,65,机器人,农民,-60840,99480,30640,0,0,0,是,31,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748245288
2025-05-26 15:42:32,188,42,12,24000,1500,1,70000,0,1109720,65,机器人,地主,72000,196872,260872,0,1,1,1109768,65,机器人,农民,-36000,166662,122662,0,0,0,1109949,65,机器人,农民,-36000,73560,29560,0,0,0,是,22,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748245309
2025-05-26 15:43:07,188,47,48,24000,1500,1,70000,0,1109925,65,机器人,地主,62840,70840,125680,0,0,0,1110141,65,机器人,农民,-31420,126120,86700,0,0,0,1109994,65,机器人,农民,-31420,243360,203940,0,0,0,是,39,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748245339
2025-05-26 15:43:12,188,65,24,24000,1500,1,70000,0,1109922,65,机器人,地主,115090,123090,230180,0,1,1,1109715,65,机器人,农民,-57545,71060,5515,0,0,0,1109866,65,机器人,农民,-57545,152398,86853,0,0,0,是,45,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748245327
2025-05-26 15:43:33,188,90,96,24000,1500,1,70000,0,1109957,65,机器人,地主,62200,70200,124400,0,1,1,1109798,65,机器人,农民,-31100,148009,108909,0,0,0,1110133,65,机器人,农民,-31100,74650,35550,0,0,0,是,62,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748245322
2025-05-26 15:43:33,188,14,6,24000,1500,1,70000,0,1110141,65,机器人,地主,72000,86700,150700,0,0,0,1109994,65,机器人,农民,-36000,203940,159940,0,0,0,1110201,65,机器人,农民,-36000,371830,327830,0,0,0,是,6,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748245398
2025-05-26 15:43:49,188,66,24,24000,1500,1,70000,0,1109768,65,机器人,地主,72000,122662,186662,0,0,0,1110124,65,机器人,农民,-36000,71830,27830,0,1,1,1109720,65,机器人,农民,-36000,260872,216872,0,1,1,是,57,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748245362
2025-05-26 15:44:03,188,38,48,24000,1500,1,70000,0,1109925,65,机器人,地主,117680,125680,235360,0,0,0,1109866,65,机器人,农民,-58840,86853,20013,0,0,0,1109816,65,机器人,农民,-58840,71610,4770,0,0,0,是,31,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748245404
2025-05-26 15:44:21,188,32,12,24000,1500,1,70000,0,1109878,65,机器人,地主,63760,71760,127520,0,1,1,1110201,65,机器人,农民,-31880,327830,287950,0,0,0,1110100,65,机器人,农民,-31880,72550,32670,0,1,1,是,23,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748245429
2025-05-26 15:45:01,188,60,12,24000,1500,1,70000,0,1109716,65,机器人,地主,64030,72030,128060,0,0,0,1109720,65,机器人,农民,-32015,216872,176857,0,1,1,1109956,65,机器人,农民,-32015,74670,34655,0,1,1,是,40,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748245441
2025-05-26 15:45:04,188,82,96,24000,1500,1,70000,0,1109797,65,机器人,地主,64990,72990,129980,0,0,0,1109957,65,机器人,农民,-32495,124400,83905,0,1,1,1109994,65,机器人,农民,-32495,159940,119445,0,0,0,是,64,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748245421
2025-05-26 15:45:09,188,53,48,24000,1500,1,70000,0,1109768,65,机器人,地主,-134480,186662,44182,0,0,0,1109688,65,机器人,农民,72000,195490,259490,0,0,0,1110055,65,机器人,农民,62480,70480,124960,0,1,1,是,45,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748245455
2025-05-26 15:45:50,188,77,24,24000,1500,1,70000,0,1109992,65,机器人,地主,-65090,73090,0,0,0,0,1109925,65,机器人,农民,32545,235360,259905,0,0,0,1109878,65,机器人,农民,32545,127520,152065,0,1,1,是,69,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748245472
2025-05-26 15:46:05,188,45,768,24000,1500,1,70000,0,1110220,65,机器人,地主,62320,70320,124640,0,0,0,1109692,65,机器人,农民,-31160,71680,32520,0,0,0,1109957,65,机器人,农民,-31160,83905,44745,0,1,1,是,34,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748245519
2025-05-26 15:46:21,188,59,48,24000,1500,1,70000,0,1109688,65,机器人,地主,144000,259490,395490,0,0,0,1110201,65,机器人,农民,-72000,287950,207950,0,0,0,1109797,65,机器人,农民,-72000,129980,49980,0,0,0,是,45,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748245519
2025-05-26 15:46:23,188,70,24,24000,1500,1,70000,0,1110170,65,机器人,地主,64710,72710,129420,0,0,0,1109720,65,机器人,农民,-32355,176857,136502,0,1,1,1109716,65,机器人,农民,-32355,128060,87705,0,0,0,是,59,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748245512
2025-05-26 15:46:56,188,54,48,24000,1500,1,70000,0,1109878,65,机器人,地主,144064,152065,288129,0,1,1,1109925,65,机器人,农民,-72032,259905,179873,0,0,0,1109994,65,机器人,农民,-72032,119445,39413,0,0,0,是,45,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748245562
2025-05-26 15:47:08,188,35,48,24000,1500,1,70000,0,1110201,65,机器人,地主,162055,207950,362005,0,0,0,1110170,65,机器人,农民,-99975,129420,21445,0,0,0,1109813,65,机器人,农民,-62080,70080,0,0,0,0,是,26,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748245593
